Purchases,Ads,SharesInfo,SharesLocation,UsersInteract,PaidApp,Rating,EditorsChoice,RelativeDownloadsPerformance,CompanyIsExperienced,Category_action,Category_adventure,Category_arcade,Category_board,Category_card,Category_casino,Category_casual,Category_educational,Category_music,Category_puzzle,Category_racing,Category_role playing,Category_simulation,Category_sports,Category_strategy,Category_trivia,Category_word,AgeRating_Everyone,AgeRating_Everyone 10+,AgeRating_Mature 17+,AgeRating_Teen,PC1,Cluster,AppID,AppName,AppFancyName,CompanyName,UnrestrictedInternet,AgeRating,ParentalGuidance,Downloads,Category,LowPrice,TopPrice,Price,RatingCount,Installs,MinimumInstalls,MaximumInstalls,Free,ReleaseDate,LastUpdated,DaysOnMarket,ReleaseYear,GamesCount
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,TRUE,8.05255255,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.426343547,2,26,zombie.survival.craft.z,Last Day on Earth: Survival,kefir!,FALSE,Teen,FALSE,50000000,Action,0.59,114.99,free,3409129,50000000+,50000000,93177065,TRUE,5/24/2017,10/28/2020,1413,2017,3
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,FALSE,5.67275706,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.043810631,2,27,com.azurgames.BattleGroundRoyale,PIXEL'S UNKNOWN BATTLE GROUND,azur interactive games limited,FALSE,Teen,FALSE,10000000,Action,0.59,26.99,free,484636,50000000+,50000000,65640162,TRUE,8/29/2017,12/27/2019,1316,2017,12
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,FALSE,5.56270692,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.570216038,2,28,pl.lukok.draughts,Checkers,chess & checkers lukasz oktaba,FALSE,Everyone,FALSE,50000000,Board,2.39,2.39,free,650767,50000000+,50000000,89460681,TRUE,1/5/2015,11/4/2020,2283,2015,3
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,FALSE,0.61245756,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.42194625,2,29,com.fengiiley.frlegends,FR Legends,twin turbo tech co. ltd,FALSE,Everyone,FALSE,1000000,Racing,2.09,104.99,free,63315,5000000+,5000000,7300712,TRUE,10/29/2018,11/19/2020,890,2018,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,FALSE,0.98046393,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.335737785,2,30,com.supergame.ultrasharp.cutitdown,Cut It: Brain Puzzles,super game studios,FALSE,Everyone,FALSE,5000000,Puzzle,1.09,5.49,free,115497,10000000+,10000000,11687479,TRUE,9/5/2018,5/1/2020,944,2018,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,FALSE,1.04647572,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.202531765,1,31,com.dreamplay.realmoto.google,Real Moto,dreamplay games,FALSE,Everyone,FALSE,10000000,Racing,1.09,99.99,free,166795,10000000+,10000000,16702824,TRUE,4/29/2016,7/6/2020,1803,2016,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,FALSE,0.43248373,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.109348743,0,32,com.treemengames.pako2,PAKO 2,tree men games,FALSE,Everyone 10+,FALSE,1000000,Racing,0.59,4.79,free,22232,5000000+,5000000,5155360,TRUE,4/4/2018,9/8/2020,1098,2018,3
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4.6,FALSE,0.06446594,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.459665825,2,33,com.playsportgames.mmm3,Motorsport Manager Mobile 3,playsport games,FALSE,Everyone,FALSE,100000,Racing,2.39,11.99,4.49,16801,500000+,500000,768457,FALSE,7/17/2018,5/19/2020,994,2018,2
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4.2,FALSE,2.0994033,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.266483126,2,34,com.gameloft.android.ANMP.GloftOLHM,Gangstar New Orleans OpenWorld,gameloft se,FALSE,Mature 17+,FALSE,10000000,Action,0.5,99.99,free,461151,10000000+,10000000,24292451,TRUE,3/29/2017,9/15/2020,1469,2017,38
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,4.5,TRUE,1.52429371,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.667599285,2,35,com.squareenixmontreal.hitmansniperandroid,Hitman Sniper,square enix ltd,FALSE,Mature 17+,FALSE,10000000,Action,0.99,54.99,0.99,733331,10000000+,10000000,24514028,FALSE,6/3/2015,8/24/2020,2134,2015,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,FALSE,0.10395874,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.456450362,1,36,com.ape.games.mycolony,My Colony,brandon stecklein,FALSE,Everyone,FALSE,1000000,Simulation,5.49,5.49,free,45959,1000000+,1000000,1659288,TRUE,5/16/2016,11/21/2020,1786,2016,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,FALSE,0.03475643,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.845796092,1,37,com.AandBDevelopment.GoldRush,Gold Rush Sim - Klondike Yukon gold rush simulator,a&b development,FALSE,Everyone,FALSE,100000,Simulation,1.99,7.99,free,3565,100000+,100000,414309,TRUE,2/17/2018,11/26/2020,1144,2018,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.7,FALSE,1.6640292,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.075946992,2,38,com.androbaby.game2048,2048,androbaby,FALSE,Everyone,FALSE,10000000,Puzzle,1.19,1.19,free,234639,10000000+,10000000,26761285,TRUE,11/18/2015,10/3/2019,1966,2015,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,FALSE,1.7153279,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.348362518,2,39,com.escape.room.door.word.prison.puzzle.adventure,Escape Room: Mystery Word,worzzle team,FALSE,Everyone,FALSE,10000000,Word,1.09,109.99,free,124644,10000000+,10000000,20447319,TRUE,10/22/2018,4/20/2020,897,2018,2
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4.4,FALSE,0.63159443,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.241750667,2,40,com.sgs.emhq.android,EMERGENCY HQ - free rescue strategy game,promotion software gmbh,FALSE,Everyone 10+,FALSE,1000000,Strategy,4.99,99.99,free,81298,5000000+,5000000,7308256,TRUE,12/27/2017,11/3/2020,1196,2017,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,FALSE,0.49926659,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.39145206,2,41,smartowlapps.com.quiz360,TRIVIA 360,smart owl apps,FALSE,Everyone,FALSE,5000000,Trivia,3.99,3.99,free,8926,5000000+,5000000,7968806,TRUE,6/3/2016,10/16/2020,1768,2016,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.7,FALSE,0.87042729,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.862146828,2,42,ca.lbcstudios.hempire,Hempire - Plant Growing Game,lbc studios inc.,FALSE,Mature 17+,FALSE,5000000,Simulation,1.99,79.99,free,20366,10000000+,10000000,10071820,TRUE,4/5/2017,11/18/2020,1462,2017,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.2,FALSE,8.06306324,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.873121735,2,43,bubbleshooter.orig,Bubble Shooter,bubble shooter,FALSE,Everyone,FALSE,100000000,Casual,0.99,109.99,free,629834,100000000+,100000000,290991644,TRUE,2/27/2013,11/15/2020,2960,2013,2
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4.2,TRUE,24.14661481,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.206107717,3,44,com.nianticlabs.pokemongo,Pok?mon GO,niantic inc.,FALSE,Everyone,FALSE,100000000,Adventure,0.99,109.99,free,12326476,100000000+,100000000,385404695,TRUE,7/6/2016,11/25/2020,1735,2016,3
TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4.5,FALSE,0.27981432,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.332330565,2,45,com.ea.gp.bejeweledskies,Bejeweled Stars: Free Match 3,electronic arts,FALSE,Everyone,FALSE,1000000,Puzzle,1.09,109.99,free,10221,1000000+,1000000,4466123,TRUE,5/10/2016,10/28/2020,1792,2016,17
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.6,FALSE,0.62151973,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.243772685,0,46,com.ubisoft.dance.justdance2015companion,Just Dance Controller,ubisoft entertainment,FALSE,Everyone,FALSE,5000000,Music,,,free,8219,10000000+,10000000,12486475,TRUE,10/24/2014,11/12/2020,2356,2014,16
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,FALSE,0.59197122,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.416427132,2,47,com.playstation.knowledge,Knowledge is Power,playstation mobile inc.,FALSE,Teen,FALSE,1000000,Trivia,,,free,11371,5000000+,5000000,6849771,TRUE,10/20/2017,2/27/2019,1264,2017,9
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.3,TRUE,24.10906076,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.381341623,3,48,com.supercell.clashroyale,Clash Royale,supercell,FALSE,Everyone 10+,FALSE,100000000,Strategy,1.09,109.99,free,27311025,100000000+,100000000,384805294,TRUE,3/1/2016,11/18/2020,1862,2016,5
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.6,TRUE,17.01925506,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.027367384,3,49,com.supercell.clashofclans,Clash of Clans,supercell,FALSE,Everyone 10+,FALSE,500000000,Strategy,1.09,109.99,free,50202117,500000000+,500000000,614215821,TRUE,9/30/2013,11/3/2020,2745,2013,5
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,FALSE,0.23039002,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.319015421,2,50,com.nutnut.heyloveadam,Hey Love Adam: Texting Game,nutnut,FALSE,Teen,FALSE,1000000,Simulation,4.49,17.99,free,98861,1000000+,1000000,2665871,TRUE,11/19/2017,10/6/2020,1234,2017,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,FALSE,0.80129993,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.287470143,2,51,com.altshift.notnot,Not Not - A Brain-Buster,altshift,FALSE,Everyone,FALSE,5000000,Puzzle,0.99,29.99,free,53825,5000000+,5000000,9271939,TRUE,5/2/2017,11/12/2020,1435,2017,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,FALSE,1.11561985,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.186798291,2,52,com.scopely.yux,YAHTZEE? With Buddies Dice Game,scopely,FALSE,Everyone 10+,FALSE,5000000,Board,0.99,109.99,free,115956,10000000+,10000000,12908973,TRUE,11/1/2017,11/19/2020,1252,2017,8
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,FALSE,0.0815349,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09356199,1,53,com.panagola.game.imarblefree,Marble Solitaire,panagola,FALSE,Everyone,FALSE,1000000,Puzzle,1.49,1.49,free,8273,1000000+,1000000,2942551,TRUE,2/17/2013,2/20/2020,2970,2013,2
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,FALSE,7.92961839,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.207873347,2,54,io.voodoo.holeio,Hole.io,voodoo,FALSE,Teen,FALSE,50000000,Arcade,0.99,4.19,free,777198,50000000+,50000000,94523873,TRUE,6/21/2018,10/19/2020,1020,2018,53
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,FALSE,1.19991177,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.161195356,1,55,com.two.bros.games.dot.to.dot,Dot to Dot : Connect the Dots,dot to dot s.r.o.,FALSE,Everyone,FALSE,5000000,Puzzle,0.59,59.99,free,80235,10000000+,10000000,13884325,TRUE,8/19/2017,8/17/2020,1326,2017,1
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,FALSE,2.37922675,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.527220054,2,56,com.kathleenOswald.solitaireGooglePlay,Solitaire,zynga,FALSE,Everyone,FALSE,50000000,Card,0.99,349.99,free,632907,50000000+,50000000,85865022,TRUE,12/26/2013,11/25/2020,2658,2013,19
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,FALSE,3.48692237,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.381692013,2,57,com.leftover.CoinDozer,Coin Dozer - Free Prizes,game circus llc,FALSE,Teen,FALSE,50000000,Casino,0.59,105,free,1333357,50000000+,50000000,93431287,TRUE,6/27/2011,10/30/2020,3571,2011,6
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,4.4,TRUE,3.18446952,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.929507468,2,58,com.crowdstar.covetHome,Design Home,crowdstar inc,FALSE,Everyone,FALSE,10000000,Simulation,1.09,109.99,free,733062,50000000+,50000000,50827394,TRUE,11/16/2016,11/19/2020,1602,2016,2
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,FALSE,0.09453115,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28241439,2,59,com.sng.yatzy,Yatzy - Offline Free Dice Games,sng games,FALSE,Teen,FALSE,100000,Board,,,free,16226,1000000+,1000000,1126845,TRUE,3/22/2018,11/21/2020,1111,2018,6
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.2,FALSE,0.02181307,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.293229653,1,60,com.absolutist.bubbleshooterclassicfree,Bubble Shooter Classic Free,absolutist ltd,FALSE,Everyone,FALSE,100000,Arcade,0.99,4.99,free,2306,500000+,500000,787222,TRUE,7/30/2013,10/2/2020,2807,2013,3
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,FALSE,0.08378675,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.464870944,2,61,com.rottzgames.mastermind,Mastermind,rottz games,FALSE,Everyone,FALSE,1000000,Board,3.34,3.34,free,18467,1000000+,1000000,1347477,TRUE,3/20/2015,7/28/2020,2209,2015,4
